FISCAL YEAR,FISCAL MONTH NAME,DEPARTMENT NAME,REVENUE SOURCE NAME,REVENUE COLLECTED,FUND NAME,REVENUE SOURCE CLASS NAME,REVENUE SOURCE CATEGORY NAME,REVENUE SOURCE CATEGORY,FISCAL MONTH,FISCAL PERIOD,FUND,DEPARTMENT,REVENUE SOURCE CLASS,REVENUE SOURCE
2018,AUGUST,TRANSPORTATION,SALVAGE RECEIPTS,361.81,GENERAL FUND (GENERAL BUDGET),SALE OF FIXED ASSETS,OTHER REVENUE SOURCES,51,2,201802,100,94,514,5142
2018,JULY,TRANSPORTATION,PREFERENTIAL PARKING,238613.75,PERMIT PARKING PROG REV FD,STREETS AND CURB PERMITS,LICENSES AND PERMITS,32,1,201801,49C,94,324,3257
2018,AUGUST,TRANSPORTATION,EXPEDITED PERMIT FEE,19401.99,TRANSPORTATION REVIEW FEE FUND,OTHER CURRENT SERVICE CHARGES,CHARGES FOR CURRENT SERVICES,40,2,201802,50Y,94,465,4673
2018,JULY,TRANSPORTATION,SPECIAL EVENTS,295147.36,DEPT TRANSPORTATION TRUST,OTHER CURRENT SERVICE CHARGES,CHARGES FOR CURRENT SERVICES,40,1,201801,840,94,465,4658
2018,JULY,TRANSPORTATION,"PENALTY-DRIVER,VEHICLE & ATTEN",3900.00,TRANSP REGULATION &ENFORCEMENT,FORFEITURES & PENALTIES,FINES AND FORFEITURES,48,1,201801,596,94,483,4832
2018,JULY,TRANSPORTATION,SPECIAL PARKING REVENUE,4765652.48,SPECIAL PARKING REVENUE,PARKING REVENUES,CHARGES FOR CURRENT SERVICES,40,1,201801,363,94,449,4494
2018,AUGUST,TRANSPORTATION,INTEREST INCOME-OTHER,5741.22,VENTURA/CAHUENGA CORRIDOR PLAN,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,2,201802,523,94,490,4903
2018,JULY,TRANSPORTATION,TRANSPORTATION IMPACT ASSMT FEE,45632.20,VENTURA/CAHUENGA CORRIDOR PLAN,ASSESSMENTS,ASSESSMENTS,31,1,201801,523,94,317,3178
2018,JULY,TRANSPORTATION,INTERFD OPER TRANS-PROP C,3113836.83,GENERAL FUND (GENERAL BUDGET),INTERFUND OPERATING TRANSFER,OTHER FINANCING SOURCES,56,1,201801,100,94,561,5638
2018,JULY,TRANSPORTATION,TRANSPORTATION IMPACT ASSMT FEE,43112.00,WEST LA TRANSP IMPROV & MITIGA,ASSESSMENTS,ASSESSMENTS,31,1,201801,681,94,317,3178
2018,AUGUST,TRANSPORTATION,"PENALTY-DRIVER,VEHICLE & ATTEN",2704.00,TRANSP REGULATION &ENFORCEMENT,FORFEITURES & PENALTIES,FINES AND FORFEITURES,48,2,201802,596,94,483,4832
2018,AUGUST,TRANSPORTATION,CREDIT CARD SERVICE CHARGE,64467.38,GENERAL FUND (GENERAL BUDGET),OTHER GEN GOVT SERVICES,CHARGES FOR CURRENT SERVICES,40,2,201802,100,94,432,4357
2022,MARCH,TRANSPORTATION,INTEREST INCOME-OTHER,2023.72,BICYCLE PLAN TRUST FUND,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,9,202209,55C,94,490,4903
2022,MARCH,TRANSPORTATION,PUBLIC RIGHT OF WAY CONST ENF,1275.00,GENERAL FUND (GENERAL BUDGET),OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,9,202209,100,94,328,3293
2018,AUGUST,TRANSPORTATION,MISCELLANEOUS SERVICE CHARGES,1003632.25,PROPOSITION A LOCAL TRANSIT,OTHER CURRENT SERVICE CHARGES,CHARGES FOR CURRENT SERVICES,40,2,201802,385,94,465,4651
2018,AUGUST,TRANSPORTATION,B PERMITS,313735.78,GENERAL FUND (GENERAL BUDGET),STREETS AND CURB PERMITS,LICENSES AND PERMITS,32,2,201802,100,94,324,3242
2018,AUGUST,TRANSPORTATION,DAMAGES REPAIRED TRAFFICSAFETY,26959.85,GENERAL FUND (GENERAL BUDGET),STREET SIDEWALK & CURB REPAIRS,CHARGES FOR CURRENT SERVICES,40,2,201802,100,94,428,4289
2018,AUGUST,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT TAX,6529963.05,PROPOSITION A LOCAL TRANSIT,TRANSPORTATION TAX,TAXES,30,2,201802,385,94,313,3131
2018,AUGUST,TRANSPORTATION,REIMB FROM OTHER AGENCIES,2076100.00,PROPOSITION A LOCAL TRANSIT,REIMB FROM OTHER AGENGIES,REVENUES FROM OTHER AGENCIES,38,2,201802,385,94,381,3811
2018,JULY,TRANSPORTATION,FORFEITURES & PENALTIES,775.00,TRANSP REGULATION &ENFORCEMENT,FORFEITURES & PENALTIES,FINES AND FORFEITURES,48,1,201801,596,94,483,4831
2018,AUGUST,TRANSPORTATION,INTEREST INCOME-OTHER,42.22,DEPARTMENT OF TRANSPORTATION EXPEDITED FEE TRUST FUND,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,2,201802,57P,94,490,4903
2022,MARCH,TRANSPORTATION,INTEREST INCOME-OTHER,13965.99,ATSAC TRUST,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,9,202209,484,94,490,4903
2018,AUGUST,TRANSPORTATION,STREET NAME SIGNS,8183.96,GENERAL FUND (GENERAL BUDGET),STREET SIDEWALK & CURB REPAIRS,CHARGES FOR CURRENT SERVICES,40,2,201802,100,94,428,4294
2018,AUGUST,TRANSPORTATION,SPECIAL PARKING REVENUE,5058280.89,SPECIAL PARKING REVENUE,PARKING REVENUES,CHARGES FOR CURRENT SERVICES,40,2,201802,363,94,449,4494
2018,AUGUST,TRANSPORTATION,INTEREST INCOME-OTHER,3055.29,LOCAL TRANSPORTATION,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,2,201802,207,94,490,4903
2018,AUGUST,TRANSPORTATION,INTEREST INCOME-OTHER,781.88,TRANSP REGULATION &ENFORCEMENT,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,2,201802,596,94,490,4903
2018,AUGUST,TRANSPORTATION,TAXICAB VEHICLE BANDIT FEE,100170.00,TRANSP REGULATION &ENFORCEMENT,OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,2,201802,596,94,328,3292
2018,AUGUST,TRANSPORTATION,RELATED COST REIMB-OTHERS,181.58,GENERAL FUND (GENERAL BUDGET),REIMB FROM OTHER FUNDS,REIMBURSEMENT FR OTHER FUNDS,53,2,201802,100,94,530,5361
2018,JULY,TRANSPORTATION,TRANSPORTATION IMPACT ASSMT FEE,965.00,WARNER CTR TRANS IMPROVE TRUST,ASSESSMENTS,ASSESSMENTS,31,1,201801,573,94,317,3178
2018,JULY,TRANSPORTATION,TAXICAB VEHICLE BANDIT FEE,60898.05,TRANSP REGULATION &ENFORCEMENT,OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,1,201801,596,94,328,3292
2022,MARCH,TRANSPORTATION,MISCELLANEOUS REVENUE-OTHERS,2470.80,TRANSPORTATION GRANTS FUND,MISCELLANEOUS REVENUES,OTHER REVENUE SOURCES,51,9,202209,655,94,516,5188
2018,JULY,TRANSPORTATION,OVERNIGHT PARKING,9395.75,PERMIT PARKING PROG REV FD,STREETS AND CURB PERMITS,LICENSES AND PERMITS,32,1,201801,49C,94,324,3258
2022,MARCH,TRANSPORTATION,TRANSPORTATION CONTROL SERVICES,341745.26,GENERAL FUND (GENERAL BUDGET),OTHER GEN GOVT SERVICES,CHARGES FOR CURRENT SERVICES,40,9,202209,100,94,432,4355
2018,AUGUST,TRANSPORTATION,REIMB FROM OTHER AGENCIES,65325.77,TRANSPORTATION GRANTS FUND,REIMB FROM OTHER AGENGIES,REVENUES FROM OTHER AGENCIES,38,2,201802,655,94,381,3811
2018,AUGUST,TRANSPORTATION,INTERFD OPER TRANS-PROP C,3113836.83,GENERAL FUND (GENERAL BUDGET),INTERFUND OPERATING TRANSFER,OTHER FINANCING SOURCES,56,2,201802,100,94,561,5638
2018,JULY,TRANSPORTATION,TRANSPORTATION CONTROL SERVICES,114522.44,GENERAL FUND (GENERAL BUDGET),OTHER GEN GOVT SERVICES,CHARGES FOR CURRENT SERVICES,40,1,201801,100,94,432,4355
2018,AUGUST,TRANSPORTATION,INTERFD OPER TRANS-PLANNING CASE PROC,2360.40,GENERAL FUND (GENERAL BUDGET),INTERFUND OPERATING TRANSFER,OTHER FINANCING SOURCES,56,2,201802,100,94,561,5660
2018,AUGUST,TRANSPORTATION,INTEREST INCOME-OTHER,13534.79,PERMIT PARKING PROG REV FD,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,2,201802,49C,94,490,4903
2018,AUGUST,TRANSPORTATION,LEASES & RENTALS-OTHER,3000.00,PROPOSITION A LOCAL TRANSIT,RENTS AND CONCESSIONS,REVENUE FR USE OF MONEY & PROP,49,2,201802,385,94,493,4934
2018,AUGUST,TRANSPORTATION,TEMPORARY TRAFFIC SIGNS,158727.08,GENERAL FUND (GENERAL BUDGET),STREET SIDEWALK & CURB REPAIRS,CHARGES FOR CURRENT SERVICES,40,2,201802,100,94,428,4293
2018,AUGUST,TRANSPORTATION,REIMB FROM OTHER AGENCIES,51939.48,MEASURE R LOCAL RETURN FUND,REIMB FROM OTHER AGENGIES,REVENUES FROM OTHER AGENCIES,38,2,201802,51Q,94,381,3811
2018,AUGUST,TRANSPORTATION,INTERFD OPER TRANS-TRAFFIC SAFETY,281036.42,GENERAL FUND (GENERAL BUDGET),INTERFUND OPERATING TRANSFER,OTHER FINANCING SOURCES,56,2,201802,100,94,561,5628
2018,AUGUST,TRANSPORTATION,PREFERENTIAL PARKING,319661.25,PERMIT PARKING PROG REV FD,STREETS AND CURB PERMITS,LICENSES AND PERMITS,32,2,201802,49C,94,324,3257
2018,AUGUST,TRANSPORTATION,OTHER FEDERAL GRANTS,2292.46,PROPOSITION C ANTIGRIDLOCK IMP,OTHER INTERGOVTL-FEDERAL,REVENUES FR OTH GOVT AGCY-FED,36,2,201802,540,94,368,3684
2018,JULY,TRANSPORTATION,SALVAGE RECEIPTS,69.92,GENERAL FUND (GENERAL BUDGET),SALE OF FIXED ASSETS,OTHER REVENUE SOURCES,51,1,201801,100,94,514,5142
2018,JULY,TRANSPORTATION,SALVAGE RECEIPTS,7128.00,PROPOSITION A LOCAL TRANSIT,SALE OF FIXED ASSETS,OTHER REVENUE SOURCES,51,1,201801,385,94,514,5142
2018,JULY,TRANSPORTATION,PROPOSITION R LOCAL RETURN,3054991.23,MEASURE R LOCAL RETURN FUND,TRANSPORTATION TAX,TAXES,30,1,201801,51Q,94,313,3133
2018,AUGUST,TRANSPORTATION,REIMB FROM OTHER FUNDS,140.65,GENERAL FUND (GENERAL BUDGET),REIMB FROM OTHER FUNDS,REIMBURSEMENT FR OTHER FUNDS,53,2,201802,100,94,530,5301
2018,AUGUST,TRANSPORTATION,FRANCHISE INCOME-RAILWAYS,120.00,GENERAL FUND (GENERAL BUDGET),FRANCHISES INCOME,TAXES,30,2,201802,100,94,306,3064
2018,AUGUST,TRANSPORTATION,MOBILE SRC AIR POLLUTION GRANT,1308480.22,MOBILE SOURCE AIR POLLUT REDUC,STATE GRANTS/AGREEMENTS,REVENUES FR OTH GOVT AGCY-STAT,33,2,201802,528,94,336,3368
2018,JULY,TRANSPORTATION,BAD CHECK COLLECTION FEES,35.00,GENERAL FUND (GENERAL BUDGET),OTHER GEN GOVT SERVICES,CHARGES FOR CURRENT SERVICES,40,1,201801,100,94,432,4332
2018,AUGUST,TRANSPORTATION,ADDL INTERFD TRANS-OTHER FUNDS,444076.00,MEASURE R LOCAL RETURN FUND,ADDL INTERFD OPERATING TRANSFER,OTHER FINANCING SOURCES,56,2,201802,51Q,94,569,5693
2018,AUGUST,TRANSPORTATION,DRIVER PERMIT,86856.00,GENERAL FUND (GENERAL BUDGET),OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,2,201802,100,94,328,3289
2018,AUGUST,TRANSPORTATION,TRANSPORTATION IMPACT ASSMT FEE,117297.00,WARNER CTR TRANS IMPROVE TRUST,ASSESSMENTS,ASSESSMENTS,31,2,201802,573,94,317,3178
2018,JULY,TRANSPORTATION,REIMB-METRO RAIL PROJECT,5342.82,GENERAL FUND (GENERAL BUDGET),REIMB FROM OTHER FUNDS,REIMBURSEMENT FR OTHER FUNDS,53,1,201801,100,94,530,5311
2018,AUGUST,TRANSPORTATION,OVERNIGHT PARKING,9138.50,PERMIT PARKING PROG REV FD,STREETS AND CURB PERMITS,LICENSES AND PERMITS,32,2,201802,49C,94,324,3258
2018,JULY,TRANSPORTATION,MISCELLANEOUS REVENUE-OTHERS,28172.86,PROPOSITION A LOCAL TRANSIT,MISCELLANEOUS REVENUES,OTHER REVENUE SOURCES,51,1,201801,385,94,516,5188
2018,AUGUST,TRANSPORTATION,INTEREST INCOME-OTHER,35.42,OXFORD TRIANGLE/VENICE NEIGHBO,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,2,201802,912,94,490,4903
2018,JULY,TRANSPORTATION,PROPOSITION C LOCAL TRANSIT TAX,4060653.77,PROPOSITION C ANTIGRIDLOCK IMP,TRANSPORTATION TAX,TAXES,30,1,201801,540,94,313,3132
2018,JULY,TRANSPORTATION,FILMING PERMITS,179320.06,GENERAL FUND (GENERAL BUDGET),OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,1,201801,100,94,328,3282
2018,JULY,TRANSPORTATION,MISCELLANEOUS SERVICE CHARGES,278463.36,PROPOSITION A LOCAL TRANSIT,OTHER CURRENT SERVICE CHARGES,CHARGES FOR CURRENT SERVICES,40,1,201801,385,94,465,4651
2018,JULY,TRANSPORTATION,REIMB FROM OTHER AGENCIES,43169.81,TRANSPORTATION GRANTS FUND,REIMB FROM OTHER AGENGIES,REVENUES FROM OTHER AGENCIES,38,1,201801,655,94,381,3811
2018,AUGUST,TRANSPORTATION,TRANSPORTATION IMPACT ASSMT FEE,400.00,COLORADO BLVD SPECIFIC PLAN CO,ASSESSMENTS,ASSESSMENTS,31,2,201802,49M,94,317,3178
2018,JULY,TRANSPORTATION,EXPEDITED PERMIT FEE,19362.21,TRANSPORTATION REVIEW FEE FUND,OTHER CURRENT SERVICE CHARGES,CHARGES FOR CURRENT SERVICES,40,1,201801,50Y,94,465,4673
2018,SEPTEMBER,TRANSPORTATION,EXPEDITED PERMIT FEE,28626.81,TRANSPORTATION REVIEW FEE FUND,OTHER CURRENT SERVICE CHARGES,CHARGES FOR CURRENT SERVICES,40,3,201803,50Y,94,465,4673
2018,SEPTEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,27264.67,PROPOSITION C ANTIGRIDLOCK IMP,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,3,201803,540,94,490,4903
2018,SEPTEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,3066.62,NEIGHBORHOOD TRAFFIC MGMT,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,3,201803,47H,94,490,4903
2018,SEPTEMBER,TRANSPORTATION,TRANSPORTATION IMPACT ASSMT FEE,400.00,COLORADO BLVD SPECIFIC PLAN CO,ASSESSMENTS,ASSESSMENTS,31,3,201803,49M,94,317,3178
2018,SEPTEMBER,TRANSPORTATION,MISCELLANEOUS REVENUE-OTHERS,63670.00,GENERAL FUND (GENERAL BUDGET),MISCELLANEOUS REVENUES,OTHER REVENUE SOURCES,51,3,201803,100,94,516,5188
2018,SEPTEMBER,TRANSPORTATION,SEWER CONS & MAIN RELATED COST,7874.00,GENERAL FUND (GENERAL BUDGET),REIMB FROM OTHER FUNDS,REIMBURSEMENT FR OTHER FUNDS,53,3,201803,100,94,530,5328
2018,SEPTEMBER,TRANSPORTATION,SPECIAL ENV IMPACT REPORT FEE,94270.00,GENERAL FUND (GENERAL BUDGET),ENGR INSPECTION & OTHER CHARGES,CHARGES FOR CURRENT SERVICES,40,3,201803,100,94,420,4240
2018,SEPTEMBER,TRANSPORTATION,REIMB FROM OTHER AGENCIES,65983.62,PROPOSITION A LOCAL TRANSIT,REIMB FROM OTHER AGENGIES,REVENUES FROM OTHER AGENCIES,38,3,201803,385,94,381,3811
2018,SEPTEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,1402.11,BICYCLE PLAN TRUST FUND,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,3,201803,55C,94,490,4903
2018,SEPTEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,1933.25,CENTRAL CITY WEST TRAN IMPACT,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,3,201803,522,94,490,4903
2018,SEPTEMBER,TRANSPORTATION,ADDL INTERFD TRANS-OTHER FUNDS,190000.00,NEIGHBORHOOD TRAFFIC MGMT,ADDL INTERFD OPERATING TRANSFER,OTHER FINANCING SOURCES,56,3,201803,47H,94,569,5693
2018,SEPTEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,42.44,DEPARTMENT OF TRANSPORTATION EXPEDITED FEE TRUST FUND,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,3,201803,57P,94,490,4903
2018,SEPTEMBER,TRANSPORTATION,IMPOUND FEE,908.50,GENERAL FUND (GENERAL BUDGET),OTHER CURRENT SERVICE CHARGES,CHARGES FOR CURRENT SERVICES,40,3,201803,100,94,465,4662
2018,SEPTEMBER,TRANSPORTATION,SALVAGE RECEIPTS,92.00,PROPOSITION A LOCAL TRANSIT,SALE OF FIXED ASSETS,OTHER REVENUE SOURCES,51,3,201803,385,94,514,5142
2018,SEPTEMBER,TRANSPORTATION,WARNING SIGNS,14503.84,GENERAL FUND (GENERAL BUDGET),STREET SIDEWALK & CURB REPAIRS,CHARGES FOR CURRENT SERVICES,40,3,201803,100,94,428,4292
2018,SEPTEMBER,TRANSPORTATION,REIMB OF RELATED COST-PR YR,2613558.68,GENERAL FUND (GENERAL BUDGET),REIMB FROM OTHER FUNDS,REIMBURSEMENT FR OTHER FUNDS,53,3,201803,100,94,530,5331
2018,SEPTEMBER,TRANSPORTATION,INTERFD OPER TRANS-PROP C,3113836.83,GENERAL FUND (GENERAL BUDGET),INTERFUND OPERATING TRANSFER,OTHER FINANCING SOURCES,56,3,201803,100,94,561,5638
2018,SEPTEMBER,TRANSPORTATION,REIMB-METRO RAIL PROJECT,104410.52,GENERAL FUND (GENERAL BUDGET),REIMB FROM OTHER FUNDS,REIMBURSEMENT FR OTHER FUNDS,53,3,201803,100,94,530,5311
2018,SEPTEMBER,TRANSPORTATION,DAMAGES REPAIRED TRAFFICSAFETY,16903.87,GENERAL FUND (GENERAL BUDGET),STREET SIDEWALK & CURB REPAIRS,CHARGES FOR CURRENT SERVICES,40,3,201803,100,94,428,4289
2018,SEPTEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,992.44,VENICE COASTAL PARKING IMPACT,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,3,201803,864,94,490,4903
2022,MARCH,TRANSPORTATION,B PERMITS,173880.98,GENERAL FUND (GENERAL BUDGET),STREETS AND CURB PERMITS,LICENSES AND PERMITS,32,9,202209,100,94,324,3242
2018,SEPTEMBER,TRANSPORTATION,TEMPORARY TRAFFIC SIGNS,131493.97,GENERAL FUND (GENERAL BUDGET),STREET SIDEWALK & CURB REPAIRS,CHARGES FOR CURRENT SERVICES,40,3,201803,100,94,428,4293
2018,SEPTEMBER,TRANSPORTATION,FORFEITURES & PENALTIES,4675.60,TRANSP REGULATION &ENFORCEMENT,FORFEITURES & PENALTIES,FINES AND FORFEITURES,48,3,201803,596,94,483,4831
2018,SEPTEMBER,TRANSPORTATION,SALVAGE RECEIPTS,607.59,GENERAL FUND (GENERAL BUDGET),SALE OF FIXED ASSETS,OTHER REVENUE SOURCES,51,3,201803,100,94,514,5142
2018,SEPTEMBER,TRANSPORTATION,INTERFD OPER TRANS-TRAFFIC SAFETY,342764.77,GENERAL FUND (GENERAL BUDGET),INTERFUND OPERATING TRANSFER,OTHER FINANCING SOURCES,56,3,201803,100,94,561,5628
2018,SEPTEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,765.20,TRANSP REGULATION &ENFORCEMENT,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,3,201803,596,94,490,4903
2022,MARCH,TRANSPORTATION,OVERNIGHT PARKING,23909.00,PERMIT PARKING PROG REV FD,STREETS AND CURB PERMITS,LICENSES AND PERMITS,32,9,202209,49C,94,324,3258
2018,SEPTEMBER,TRANSPORTATION,REIMB FROM OTHER AGENCIES,334165.89,TRANSPORTATION GRANTS FUND,REIMB FROM OTHER AGENGIES,REVENUES FROM OTHER AGENCIES,38,3,201803,655,94,381,3811
2018,SEPTEMBER,TRANSPORTATION,TRANSPORTATION IMPACT ASSMT FEE,13755.44,VENTURA/CAHUENGA CORRIDOR PLAN,ASSESSMENTS,ASSESSMENTS,31,3,201803,523,94,317,3178
2018,SEPTEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,7002.35,ATSAC TRUST,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,3,201803,484,94,490,4903
2018,SEPTEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,4220.35,LOCAL TRANSPORTATION,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,3,201803,207,94,490,4903
2018,SEPTEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,37.20,OXFORD TRIANGLE/VENICE NEIGHBO,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,3,201803,912,94,490,4903
2022,MARCH,TRANSPORTATION,HOLLYWOOD/HIGHLAND LOT 745,943159.23,SPECIAL PARKING REVENUE,PARKING REVENUES,CHARGES FOR CURRENT SERVICES,40,9,202209,363,94,449,4491
2018,SEPTEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,5400.00,WEST LA TRANSP IMPROV & MITIGA,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,3,201803,681,94,490,4903
2018,SEPTEMBER,TRANSPORTATION,OTHER FEDERAL GRANTS,930978.25,TRANSPORTATION GRANTS FUND,OTHER INTERGOVTL-FEDERAL,REVENUES FR OTH GOVT AGCY-FED,36,3,201803,655,94,368,3684
2018,SEPTEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,17339.76,COASTAL TRANSP CORRIDOR TRUST,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,3,201803,447,94,490,4903
2018,SEPTEMBER,TRANSPORTATION,DRIVER PERMIT,74326.00,GENERAL FUND (GENERAL BUDGET),OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,3,201803,100,94,328,3289
2018,SEPTEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,12456.26,WARNER CTR TRANS IMPROVE TRUST,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,3,201803,573,94,490,4903
2018,SEPTEMBER,TRANSPORTATION,ADDL INTERFD TRANS-OTHER FUNDS,114777.09,GENERAL FUND (GENERAL BUDGET),ADDL INTERFD OPERATING TRANSFER,OTHER FINANCING SOURCES,56,3,201803,100,94,569,5693
2018,SEPTEMBER,TRANSPORTATION,BOOTING FEE,-9000.00,GENERAL FUND (GENERAL BUDGET),OTHER CURRENT SERVICE CHARGES,CHARGES FOR CURRENT SERVICES,40,3,201803,100,94,465,4661
2018,SEPTEMBER,TRANSPORTATION,INTERFD OPER TRANS-SEWER CONS,9031.00,GENERAL FUND (GENERAL BUDGET),INTERFUND OPERATING TRANSFER,OTHER FINANCING SOURCES,56,3,201803,100,94,561,5615
2018,SEPTEMBER,TRANSPORTATION,VEHICLE APPLICATION,79473.00,GENERAL FUND (GENERAL BUDGET),OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,3,201803,100,94,328,3287
2018,SEPTEMBER,TRANSPORTATION,HOLLYWOOD/HIGHLAND LOT 745,922978.41,SPECIAL PARKING REVENUE,PARKING REVENUES,CHARGES FOR CURRENT SERVICES,40,3,201803,363,94,449,4491
2018,SEPTEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,14465.46,PERMIT PARKING PROG REV FD,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,3,201803,49C,94,490,4903
2018,SEPTEMBER,TRANSPORTATION,MISCELLANEOUS SERVICE CHARGES,3486720.28,PROPOSITION A LOCAL TRANSIT,OTHER CURRENT SERVICE CHARGES,CHARGES FOR CURRENT SERVICES,40,3,201803,385,94,465,4651
2018,SEPTEMBER,TRANSPORTATION,FILMING PERMITS,188783.06,GENERAL FUND (GENERAL BUDGET),OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,3,201803,100,94,328,3282
2018,SEPTEMBER,TRANSPORTATION,INTERFD OPER TRANS-SP GAS TAX,355428.25,GENERAL FUND (GENERAL BUDGET),INTERFUND OPERATING TRANSFER,OTHER FINANCING SOURCES,56,3,201803,100,94,561,5627
2018,SEPTEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,49360.89,MEASURE R LOCAL RETURN FUND,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,3,201803,51Q,94,490,4903
2018,SEPTEMBER,TRANSPORTATION,SPECIAL EVENTS,210165.64,DEPT TRANSPORTATION TRUST,OTHER CURRENT SERVICE CHARGES,CHARGES FOR CURRENT SERVICES,40,3,201803,840,94,465,4658
2018,SEPTEMBER,TRANSPORTATION,"PENALTY-DRIVER,VEHICLE & ATTEN",1020.00,TRANSP REGULATION &ENFORCEMENT,FORFEITURES & PENALTIES,FINES AND FORFEITURES,48,3,201803,596,94,483,4832
2018,SEPTEMBER,TRANSPORTATION,TRANSPORTATION IMPACT ASSMT FEE,535.00,WARNER CTR TRANS IMPROVE TRUST,ASSESSMENTS,ASSESSMENTS,31,3,201803,573,94,317,3178
2018,SEPTEMBER,TRANSPORTATION,SPECIAL PARKING REVENUE,4349510.80,SPECIAL PARKING REVENUE,PARKING REVENUES,CHARGES FOR CURRENT SERVICES,40,3,201803,363,94,449,4494
2018,SEPTEMBER,TRANSPORTATION,COUNTY GRANTS - OTHERS,1947106.69,TRANSPORTATION GRANTS FUND,COUNTY GRANTS/AGREEMENTS,REVENUES FR OTH GOVT AGCY-CNTY,35,3,201803,655,94,351,3513
2018,SEPTEMBER,TRANSPORTATION,LEASES & RENTALS-OTHER,53705.09,SPECIAL PARKING REVENUE,RENTS AND CONCESSIONS,REVENUE FR USE OF MONEY & PROP,49,3,201803,363,94,493,4934
2018,SEPTEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,5344.59,MOBILE SOURCE AIR POLLUT REDUC,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,3,201803,528,94,490,4903
2018,SEPTEMBER,TRANSPORTATION,TRANSPORTATION CONTROL SERVICES,273144.96,GENERAL FUND (GENERAL BUDGET),OTHER GEN GOVT SERVICES,CHARGES FOR CURRENT SERVICES,40,3,201803,100,94,432,4355
2018,SEPTEMBER,TRANSPORTATION,CONSTRUCTION TRAFFIC MGMT FEE,53220.25,PROPOSITION C ANTIGRIDLOCK IMP,OTHER CURRENT SERVICE CHARGES,CHARGES FOR CURRENT SERVICES,40,3,201803,540,94,465,4660
2018,SEPTEMBER,TRANSPORTATION,TRANSPORTATION IMPACT ASSMT FEE,67272.45,WEST LA TRANSP IMPROV & MITIGA,ASSESSMENTS,ASSESSMENTS,31,3,201803,681,94,317,3178
2018,SEPTEMBER,TRANSPORTATION,MISCELLANEOUS REVENUE-OTHERS,4050.00,SPECIAL PARKING REVENUE,MISCELLANEOUS REVENUES,OTHER REVENUE SOURCES,51,3,201803,363,94,516,5188
